tipo,titulo,fecha,url,duracion,preciomin,preciomax,lugar,desc
Teatro,"Tanttaka Teatroa, España - 'Sexberdinak' -  Autores: Kepa Errasti y Telmo Irureta. Directora: Mireia...",2023-04-26 20:00,https://www.teatromayor.org/es/evento/teatro/tanttaka-teatroa-espana-sexberdinak-autores-kepa-errasti-y-telmo-irureta-directora-mireia-gabilondo-ventana-vasca-13825?function=2818,1.25,55000.0,80000.0,Teatro Estudio,"La compañía vasca Tanttaka Teatroa, fundada en 1983, ha logrado posicionarse en el teatro español y ser reconocida por su versatilidad. Esta obra presenta una historia personal y teñida de humor en donde dos amigos, un periodista con parálisis cerebral y una vendedora de caramelos, complarten sus vivencias afectivosexuales para demostrar que cada uno de nosotros, con su parálisis particular, tiene diferentes miedos, sueños e ilusiones. 
 
Tanttaka Teatroa
Tanttaka Teatroa comienza su actividad profesional en 1983. Ha realizado producciones en distintos géneros, saltando deliberadamente del drama naturista ‘Agur Eire, Agur…’ a la ópera bufa ‘Flaminio’, pasando por la farsa ‘Adagio violentíssimo’, la danza ‘Zilbor Hestea’, el musical contemporáneo ‘Peligro te quiero’ y la adaptación lírica de ‘Hansel y Gretel’. En estos 40 años se ha consolidado como una compañía ecléctica, pero su aparente indefinición de estilo define su manera de entender la producción escénica: adaptar el equipo artístico de la compañía a cada espectáculo, nunca en sentido contrario."
Música,Orquesta Sinfónica Nacional de Colombia - Director: Alejandro Posada,2023-04-28 20:00,https://www.teatromayor.org/es/evento/musica/orquesta-sinfonica-nacional-de-colombia-director-alejandro-posada-13830?function=2821,1.25,80000.0,80000.0,Teatro Mayor Julio Mario Santo Domingo,"Para la Orquesta Sinfónica Nacional de Colombia y el Teatro Mayor Julio Mario Santo Domingo es un honor presentar al joven talento ganador del Concurso Internacional de Violín Henryk Wieniawski en su edición n.° 16, la cual se llevó a cabo en el mes de octubre de 2022, en Polonia. Esta competencia, desde sus inicios en 1935, ha descubierto y promovido a algunos de los más destacados intérpretes del violín, entre ellos el legendario David Oistrakh.  
En la dirección de este concierto estará uno de los directores colombianos de más amplia trayectoria, quien durante toda su carrera ha apostado y trabajado incansablemente por el joven talento: el maestro Alejandro Posada, quien es reconocido como un visionario mentor y pedagogo por la creación de varios proyectos y programas pioneros en Latinoamérica, entre los cuales se destaca Iberacademy (Academia Filarmónica Iberoamericana) y AFMED (Academia Filarmónica de Medellín)."
Teatro,"Tanttaka Teatroa, España - 'Mi hijo solo camina un poco más lento' - Autor: Ivor Martinić, Croacia. Director...",2023-04-28 20:00,https://www.teatromayor.org/es/evento/teatro/tanttaka-teatroa-espana-mi-hijo-solo-camina-un-poco-mas-lento-autor-ivor-martinic-croacia-director-fernando-bernues-ventana-vasca-13826?function=2819,1.25,55000.0,80000.0,Teatro Estudio,"‘Mi hijo solo camina un poco más lento’ es una de las obras más premiadas en la historia del teatro de Croacia. Cuenta la historia de una familia extendida que, durante un cumpleaños, comienza a hablar sobre la vida y la cotidianidad de Branko, un joven de 25 años que padece una enfermedad degenerativa que lo ha llevado a perder la movilidad. 
 
Tanttaka Teatroa, España
Tanttaka Teatroa comienza su actividad profesional en 1983. Ha realizado producciones en distintos géneros, saltando deliberadamente del drama naturista ‘Agur Eire, Agur…’ a la ópera bufa ‘Flaminio’, pasando por la farsa ‘Adagio violentíssimo’, la danza ‘Zilbor Hestea’, el musical contemporáneo ‘Peligro te quiero’ y la adaptación lírica de ‘Hansel y Gretel’. En estos 40 años se ha consolidado como una compañía ecléctica, pero su aparente indefinición de estilo define su manera de entender la producción escénica: adaptar el equipo artístico de la compañía a cada espectáculo, nunca en sentido contrario."
Teatro,"Tanttaka Teatroa, España - 'Mi hijo solo camina un poco más lento' - Autor: Ivor Martinić, Croacia. Director...",2023-04-29 20:00,https://www.teatromayor.org/es/evento/teatro/tanttaka-teatroa-espana-mi-hijo-solo-camina-un-poco-mas-lento-autor-ivor-martinic-croacia-director-fernando-bernues-ventana-vasca-13826?function=2820,1.25,55000.0,80000.0,Teatro Estudio,"‘Mi hijo solo camina un poco más lento’ es una de las obras más premiadas en la historia del teatro de Croacia. Cuenta la historia de una familia extendida que, durante un cumpleaños, comienza a hablar sobre la vida y la cotidianidad de Branko, un joven de 25 años que padece una enfermedad degenerativa que lo ha llevado a perder la movilidad. 
 
Tanttaka Teatroa, España
Tanttaka Teatroa comienza su actividad profesional en 1983. Ha realizado producciones en distintos géneros, saltando deliberadamente del drama naturista ‘Agur Eire, Agur…’ a la ópera bufa ‘Flaminio’, pasando por la farsa ‘Adagio violentíssimo’, la danza ‘Zilbor Hestea’, el musical contemporáneo ‘Peligro te quiero’ y la adaptación lírica de ‘Hansel y Gretel’. En estos 40 años se ha consolidado como una compañía ecléctica, pero su aparente indefinición de estilo define su manera de entender la producción escénica: adaptar el equipo artístico de la compañía a cada espectáculo, nunca en sentido contrario."
Música,Yoky Barrios y El Barragán,2023-04-29 20:00,https://www.teatromayor.org/es/evento/musica/yoky-barrios-y-el-barragan-13831?function=2822,1.3333333333333333,55000.0,55000.0,Teatro Mayor Julio Mario Santo Domingo,"Yoky Barrios y El Barragán, una agrupación que durante 18 años ha contribuido a la construcción de la escena del hip-hop en Bogotá, presenta una puesta en escena que conmemora la música como razón de vida y sintetiza su recorrido artístico: un viaje musical a través del hip-hop y los ritmos colombianos en el que dos jóvenes bogotanos sueñan con salir de la marginalidad."
Danza,Ballet Nacional de España - 'La Bella Otero' - Dirección y coreografía: Rubén Olmo. Director musical: Manuel...,2023-05-04 20:00,https://www.teatromayor.org/es/evento/danza/ballet-nacional-de-espana-la-bella-otero-direccion-y-coreografia-ruben-olmo-13832?function=2823,1.25,200000.0,220000.0,Teatro Mayor Julio Mario Santo Domingo,"“Que una de las mujeres más famosas de su época fuera de un pueblo de Pontevedra es lo que me atrajo de la historia de la Bella Otero. Tenía muchas ganas de crear una coreografía sobre ella, pero sabía que tenía que ser con un gran ballet. Dirigir el Ballet Nacional de España me ha dado esa oportunidad: he puesto la danza al servicio del argumento para contar la vida de una mujer sorprendente, utilizando desde el folclore hasta la danza contemporánea”. - Rubén Olmo"
Danza,Ballet Nacional de España - 'La Bella Otero' - Dirección y coreografía: Rubén Olmo. Director musical: Manuel...,2023-05-05 20:00,https://www.teatromayor.org/es/evento/danza/ballet-nacional-de-espana-la-bella-otero-direccion-y-coreografia-ruben-olmo-13832?function=2824,1.25,200000.0,220000.0,Teatro Mayor Julio Mario Santo Domingo,"“Que una de las mujeres más famosas de su época fuera de un pueblo de Pontevedra es lo que me atrajo de la historia de la Bella Otero. Tenía muchas ganas de crear una coreografía sobre ella, pero sabía que tenía que ser con un gran ballet. Dirigir el Ballet Nacional de España me ha dado esa oportunidad: he puesto la danza al servicio del argumento para contar la vida de una mujer sorprendente, utilizando desde el folclore hasta la danza contemporánea”. - Rubén Olmo"
Danza,Ballet Nacional de España - 'La Bella Otero' - Dirección y coreografía: Rubén Olmo. Director musical: Manuel...,2023-05-06 17:00,https://www.teatromayor.org/es/evento/danza/ballet-nacional-de-espana-la-bella-otero-direccion-y-coreografia-ruben-olmo-13832?function=2825,1.25,200000.0,220000.0,Teatro Mayor Julio Mario Santo Domingo,"“Que una de las mujeres más famosas de su época fuera de un pueblo de Pontevedra es lo que me atrajo de la historia de la Bella Otero. Tenía muchas ganas de crear una coreografía sobre ella, pero sabía que tenía que ser con un gran ballet. Dirigir el Ballet Nacional de España me ha dado esa oportunidad: he puesto la danza al servicio del argumento para contar la vida de una mujer sorprendente, utilizando desde el folclore hasta la danza contemporánea”. - Rubén Olmo"
Danza,Ballet Nacional de España - 'La Bella Otero' - Dirección y coreografía: Rubén Olmo. Director musical: Manuel...,2023-05-07 17:00,https://www.teatromayor.org/es/evento/danza/ballet-nacional-de-espana-la-bella-otero-direccion-y-coreografia-ruben-olmo-13832?function=2826,1.25,200000.0,220000.0,Teatro Mayor Julio Mario Santo Domingo,"“Que una de las mujeres más famosas de su época fuera de un pueblo de Pontevedra es lo que me atrajo de la historia de la Bella Otero. Tenía muchas ganas de crear una coreografía sobre ella, pero sabía que tenía que ser con un gran ballet. Dirigir el Ballet Nacional de España me ha dado esa oportunidad: he puesto la danza al servicio del argumento para contar la vida de una mujer sorprendente, utilizando desde el folclore hasta la danza contemporánea”. - Rubén Olmo"
Teatro,"'Una noche sin luna'. Escrita e interpretada por Juan Diego Botto, Argentina/España. Director: Sergio Peris-...",2023-05-11 20:00,https://www.teatromayor.org/es/evento/teatro/una-noche-sin-luna-escrita-e-interpretada-por-juan-diego-botto-argentinaespana-director-sergio-peris-mencheta-espana-13834?function=2828,1.25,90000.0,110000.0,Teatro Estudio,"‘Una noche sin Luna’ es una obra que habla de Federico García Lorca desde una sensibilidad propia del siglo XXI. Recoge charlas, entrevistas y conferencias del escritor español, así como fragmentos de obras y poemas. A través de estos, y de la dramaturgia de Juan Diego Botto, es el propio Lorca quien, en primera persona, acerca al público a su propio universo."
Música,Fundación Cultural Colombia Negra - 'Tributo a mis mayores',2023-05-11 20:00,https://www.teatromayor.org/es/evento/musica/fundacion-cultural-colombia-negra-tributo-mis-mayores-13833?function=2827,1.25,55000.0,55000.0,Teatro Mayor Julio Mario Santo Domingo,"‘Tributo a mis mayores’ es una presentación en vivo del grupo musical Colombia Negra, resultado del proceso creativo de buena música que incluye composición de canciones, arreglos musicales, montaje, grabación y difusión. Este producto musical se suscribe en los géneros de la fusión entre chirimía, jazz y son afroamericano e incluye canciones inéditas, como ‘La nueva yo’, ‘Carmelina’, ‘La sombra negra’ y ‘Ese hombre’, entre otras. 
Las canciones que serán presentadas cuentan con los arreglos musicales del maestro Alexis Lozano, creador del Grupo Niche y creador y director de la Orquesta Guayacán. Durante el proceso creativo, recreó temas nuevos y tradicionales de los géneros musicales del Chocó biogeográfico, el Pacífico y el Caribe hispanoparlante. 

Para esta producción discográfica, los maestros Esperanza Bioho, directora de Colombia Negra, y Alexis Lozano hicieron un gran esfuerzo para el fortalecimiento de cantantes, músicos, cantaoras y danzarines."
Teatro,"'Una noche sin luna'. Escrita e interpretada por Juan Diego Botto, Argentina/España. Director: Sergio Peris-...",2023-05-12 20:00,https://www.teatromayor.org/es/evento/teatro/una-noche-sin-luna-escrita-e-interpretada-por-juan-diego-botto-argentinaespana-director-sergio-peris-mencheta-espana-13834?function=2829,1.25,90000.0,110000.0,Teatro Estudio,"‘Una noche sin Luna’ es una obra que habla de Federico García Lorca desde una sensibilidad propia del siglo XXI. Recoge charlas, entrevistas y conferencias del escritor español, así como fragmentos de obras y poemas. A través de estos, y de la dramaturgia de Juan Diego Botto, es el propio Lorca quien, en primera persona, acerca al público a su propio universo."
Música,"Orquesta Filarmónica de Bogotá – Director invitado: Philippe Bernold, Francia – Solista: Svetlin Roussev, violín,...",2023-05-12 20:00,https://www.teatromayor.org/es/evento/musica/orquesta-filarmonica-de-bogota-director-invitado-philippe-bernold-francia-solista-svetlin-roussev-violin-bulgaria-13835?function=2831,1.25,55000.0,55000.0,Teatro Mayor Julio Mario Santo Domingo,"La Orquesta Filarmónica de Bogotá, el director invitado Philippe Bernold y el violinista búlgaro Svetlin Roussev presentan un concierto con obras de Georges Bizet, Édouard Lalo, Paul Dukas y Maurice Ravel. Una inmersión en la música de compositores franceses. 
 
Orquesta Filarmónica de Bogotá 
La actividad desarrollada por la Fundación Filarmónica Colombiana y el trabajo liderado por el maestro Raúl García, permitieron la creación de la Orquesta Filarmónica de Bogotá, reconocida formalmente en la ciudad en 1967. En la búsqueda por democratizar la cultura musical, promover la práctica de la música de cámara, la dirección y la divulgación de la música sinfónica, durante sus 56 años de existencia, la Orquesta se ha convertido en patrimonio de la ciudad."
Teatro,"'Una noche sin luna'. Escrita e interpretada por Juan Diego Botto, Argentina/España. Director: Sergio Peris-...",2023-05-13 20:00,https://www.teatromayor.org/es/evento/teatro/una-noche-sin-luna-escrita-e-interpretada-por-juan-diego-botto-argentinaespana-director-sergio-peris-mencheta-espana-13834?function=2830,1.25,90000.0,110000.0,Teatro Estudio,"‘Una noche sin Luna’ es una obra que habla de Federico García Lorca desde una sensibilidad propia del siglo XXI. Recoge charlas, entrevistas y conferencias del escritor español, así como fragmentos de obras y poemas. A través de estos, y de la dramaturgia de Juan Diego Botto, es el propio Lorca quien, en primera persona, acerca al público a su propio universo."
Música,"Orquesta Filarmónica de Mujeres de la Orquesta Filarmónica de Bogotá. Directora, Paola Ávila, Colombia. Solista:...",2023-05-21 17:00,https://www.teatromayor.org/es/evento/musica/orquesta-juvenil-de-mujeres-de-la-orquesta-filarmonica-de-bogota-solista-teresita-gomez-piano-colombia-13836?function=2832,1.25,55000.0,55000.0,Teatro Mayor Julio Mario Santo Domingo,"La Orquesta Filarmónica de Mujeres es un proyecto que busca reconocer a intérpretes, compositoras y directoras en el mundo de la música clásica con el objetivo de potenciar la aproximación estética y la sensibilidad expresiva de las mujeres en un universo que, sigue siendo mayoritariamente masculino. Fue creada en 2022 y cuenta con la dirección de la maestra Paola Ávila."
Música,Orquestas Juveniles de la Orquesta Filarmónica de Bogotá,2023-05-28 11:00,https://www.teatromayor.org/es/evento/musica/orquestas-juveniles-de-la-orquesta-filarmonica-de-bogota-13837?function=2833,1.25,20000.0,30000.0,Teatro Estudio,"La Orquesta Filarmónica de Bogotá, con su propósito de democratizar la música sinfónica, se ha propuesto, junto con su sistema de orquestas, llevar no solo por la capital, sino por todo el país, los distintos ritmos y géneros para el disfrute y aprendizaje del público. En el ámbito institucional, desde 2013 la Orquesta dio un paso definitivo para consolidarse como un Sistema de Orquestas. Hoy son más de 7 agrupaciones en las que, además de la Orquesta principal, se destacan la Juvenil de Cámara, la Filarmónica de Mujeres, la Filarmónica de Música Colombiana y muchas otras."
Música,"Emiliano Sandoval, marimba, México",2023-05-31 20:00,https://www.teatromayor.org/es/evento/musica/emiliano-sandoval-marimba-mexico-13838?function=2834,1.25,55000.0,55000.0,Teatro Estudio,"El percusionista mexicano Emiliano Sandoval le ha dedicado su carrera musical a la marimba moderna y a sus posibilidades sonoras. Este recital con obras minimalistas de compositores como Rich O’Meara, Keiko Abe, Paul Smadbeck, Matthias Schmitt y Dave Samuels, entre otros, sorprende al espectador en términos artísticos y lleva al límite las capacidades del instrumentista."
Música,"Kiev Virtuosi Symphony Orchestra, Ucrania. Director y solista: Dmitry Yablonsky, cello, Rusia",2023-06-06 20:00,https://www.teatromayor.org/es/evento/musica/kiev-virtuosi-symphony-orchestra-rusia-director-y-solista-dmitry-yablonsky-cello-rusia-13839?function=2835,2.0,250000.0,280000.0,Teatro Mayor Julio Mario Santo Domingo,"Esta orquesta es una de las más reconocidas de su país, Ucrania. Su planta artística transmite un espíritu juvenil y está conformada por músicos ganadores de diversos concursos de música clásica. Su director actual, el violonchelista Dmitry Yablonsky, ha trabajado por difundir la obra de compositores de Europa del este, como Krzysztof Penderecki, Valentin Silvestrov y Myroslav Skoryk."
Música,"Renée Fleming, soprano, Estados Unidos",2023-06-14 20:00,https://www.teatromayor.org/es/evento/musica/renee-fleming-soprano-estados-unidos-13840?function=2836,1.25,450000.0,450000.0,Teatro Mayor Julio Mario Santo Domingo,"Considerada por la crítica como una de grandes embajadoras musicales, la soprano Renée Fleming ha cautivado al público por su voz y su presencia escénica. Ganadora del Premio Grammy en cuatro ocasiones, cuenta con un repertorio que va desde Mozart y Strauss, hasta compositores franceses, checos, rusos y óperas de Händel, Verdi, Donizetti y Rossini."
Teatro,"Producciones Rokamboleskas, España - 'Juguetes rotos' - Directora y dramaturga: Carolina Román, Argentina",2023-06-16 20:00,https://www.teatromayor.org/es/evento/teatro/producciones-rokamboleskas-espana-juguetes-rotos-directora-y-dramaturga-carolina-roman-argentina-13841?function=2837,2.5,55000.0,80000.0,Teatro Estudio,"La compañía española Producciones Rokambolescas y la dramaturga Carolina Román exploran con ‘Juguetes rotos’ la vida cotidiana de las personas no-binarias en España durante las décadas de 1960 y 1970, en una sociedad que no concebía la identidad sexual diversa más allá de los escenarios del espectáculo o la prostitución."
Teatro,"Producciones Rokamboleskas, España - 'Juguetes rotos' - Directora y dramaturga: Carolina Román, Argentina",2023-06-17 20:00,https://www.teatromayor.org/es/evento/teatro/producciones-rokamboleskas-espana-juguetes-rotos-directora-y-dramaturga-carolina-roman-argentina-13841?function=2838,2.5,55000.0,80000.0,Teatro Estudio,"La compañía española Producciones Rokambolescas y la dramaturga Carolina Román exploran con ‘Juguetes rotos’ la vida cotidiana de las personas no-binarias en España durante las décadas de 1960 y 1970, en una sociedad que no concebía la identidad sexual diversa más allá de los escenarios del espectáculo o la prostitución."
Danza,"Objets-Fax, Colombia - 'Ánima' - Director: Ricardo Rozo",2023-06-22 20:00,https://www.teatromayor.org/es/evento/danza/objets-fax-colombia-anima-director-ricardo-rozo-13842?function=2839,1.0,35000.0,45000.0,Teatro Estudio,"La compañía Objets-Fax, que desde 1986 ha creado objetos de comunicación artística y escenográfica, presenta una exposición coreográfica que moviliza al público y presenta varios dispositivos que muestran la doble acepción de la masculinidad: el arquetipo del hombre agresivo y machista y el de un hombre contemporáneo que ejerce una masculinidad emancipada de machismos."
Danza,"Objets-Fax, Colombia - 'Ánima' - Director: Ricardo Rozo",2023-06-23 20:00,https://www.teatromayor.org/es/evento/danza/objets-fax-colombia-anima-director-ricardo-rozo-13842?function=2840,1.0,35000.0,45000.0,Teatro Estudio,"La compañía Objets-Fax, que desde 1986 ha creado objetos de comunicación artística y escenográfica, presenta una exposición coreográfica que moviliza al público y presenta varios dispositivos que muestran la doble acepción de la masculinidad: el arquetipo del hombre agresivo y machista y el de un hombre contemporáneo que ejerce una masculinidad emancipada de machismos."
Danza,"Objets-Fax, Colombia - 'Ánima' - Director: Ricardo Rozo",2023-06-24 20:00,https://www.teatromayor.org/es/evento/danza/objets-fax-colombia-anima-director-ricardo-rozo-13842?function=2841,1.0,35000.0,45000.0,Teatro Estudio,"La compañía Objets-Fax, que desde 1986 ha creado objetos de comunicación artística y escenográfica, presenta una exposición coreográfica que moviliza al público y presenta varios dispositivos que muestran la doble acepción de la masculinidad: el arquetipo del hombre agresivo y machista y el de un hombre contemporáneo que ejerce una masculinidad emancipada de machismos."
Música,"Luis Fernando Pérez, piano, España",2023-06-27 20:00,https://www.teatromayor.org/es/evento/musica/luis-fernando-perez-piano-espana-13844?function=2843,1.25,55000.0,80000.0,Teatro Estudio,"La crítica ha calificado a Luis Fernando Pérez como uno de los protagonistas del “renacimiento del piano español” por su virtuosismo, por la intensa comunicación que establece con el público. Su estrecha relación con las obras de Albéniz, Manuel de Falla, Enrique Granados y Federico Mompou lo convierte en uno de los mayores conocedores de la música española."
Música,"Orquesta Sinfónica Nacional de Colombia. Directora: Lina González-Granados, Colombia. Agrupación invitada: Tambuco...",2023-06-28 20:00,https://www.teatromayor.org/es/evento/musica/orquesta-sinfonica-nacional-de-colombia-13843?function=2842,1.25,80000.0,80000.0,Teatro Mayor Julio Mario Santo Domingo,"La joven y experimentada directora colombiana Lina González-Granados, directora residente de la Ópera de Los Ángeles, conducirá a la Orquesta Sinfónica Nacional de Colombia en un concierto en el que se interpretará la ‘Sinfonía n.° 4’, del compositor alemán Johannes Brahms. Como solista, estará también el ensamble mexicano de percusión Tambuco, que con 26 años de trayectoria ha sido nominado al Grammy en cuatro ocasiones y se ha posicionado como una de las agrupaciones más reconocidas de su tipo.
 
Orquesta Sinfónica Nacional de Colombia 
La Orquesta Sinfónica Nacional de Colombia recoge una tradición musical que se remonta a 1846 cuando se creó como la agrupación insigne de la Academia Nacional de Música.  Con el propósito de difundir y estimular el disfrute de la música sinfónica en el país, realiza más de 70 conciertos al año entre los que se cuentan programas de temporada, didácticos, colaboraciones en producciones de ópera, ballet y zarzuela; y presentaciones de sus grupos de cámara y de música sacra en iglesias y lugares no convencionales. La OSNC salvaguarda el patrimonio musical sinfónico nacional y estimula el trabajo de los compositores colombianos contemporáneos.
En su larga trayectoria artística, la Orquesta ha actuado bajo la batuta de grandes maestros, entre los cuales se cuentan Igor Stravinsky, Aram Khachaturian, Paul Hindemith, y en tiempos más cercanos, Andrés Orozco-Estrada, Rossen Milanov y Gustavo Dudamel. Entre sus directores titulares se han destacado Olav Roots, Dimitr Manolov, Luis Biava, Alejandro Posada, Eduardo Carrizosa, Irwin Hoffman, Baldur Brönnimann y Olivier Grangean. 
De la larga lista de grandes solistas que han actuado con la Sinfónica Nacional se destacan, entre otros Arthur Rubinstein, Claudio Arrau, Efrem Zimbalist, Johannes Moser, Benjamin Schmid, Gabriela Montero, y en el campo de la lírica, a voces como las de Andrea Bocelli, Juan Diego Flórez, José Carreras, Roberto Alagna y Anna Netrebko."
Música,Shock presenta: Pavlo,2023-06-30 20:00,https://www.teatromayor.org/es/evento/musica/shock-presenta-pavlo-13845?function=2844,1.25,30000.0,30000.0,Teatro Estudio,"La propuesta musical de Pavlo logró consolidar un sonido juvenil en donde el pop, su eje principal, se encuentra con experimentos en géneros como la electrónica y la alternativa. En 2021 este artista de Medellín fue elegido por ‘Shock’ como una de las Apuestas Musicales de 2021 y en 2022 hizo parte del cartel del Festival Estéreo Picnic."
Música,Shock presenta: Amantina,2023-07-01 20:00,https://www.teatromayor.org/es/evento/musica/shock-presenta-amantina-13846?function=2845,1.25,30000.0,30000.0,Teatro Estudio,"Amantina es el pseudónimo artístico de Daniel Sorzano, joven músico y bogotano que comenzó a hacer música en su adolescencia en Quito, Ecuador, donde fue vocalista de la banda de rock alternativo Les Petit Bâtards. Amantina, su proyecto personal, nació en 2018 y se basa en la colaboración con músicos y artistas, incluso de otras disciplinas."
Familia,Concurso de Creación Escénica para la Infancia del Teatro Mayor Julio Mario Santo Domingo,2023-07-08 17:00,https://www.teatromayor.org/es/evento/familia/concurso-de-creacion-escenica-para-la-infancia-del-teatro-mayor-julio-mario-santo-domingo-13847?function=2846,1.25,20000.0,30000.0,Teatro Estudio,"Desde 2017, el Teatro Mayor Julio Mario Santo Domingo realiza un concurso enfocado en obras para público infantil. Esta iniciativa permite promover las iniciativas nacionales en torno a la creación para la infancia en los diferentes lenguajes en artes escénicas: danza, música, teatro, títeres, marionetas, circo, entre otros."
Familia,Concurso de Creación Escénica para la Infancia del Teatro Mayor Julio Mario Santo Domingo,2023-07-09 11:00,https://www.teatromayor.org/es/evento/familia/concurso-de-creacion-escenica-para-la-infancia-del-teatro-mayor-julio-mario-santo-domingo-13847?function=2847,1.25,20000.0,30000.0,Teatro Estudio,"Desde 2017, el Teatro Mayor Julio Mario Santo Domingo realiza un concurso enfocado en obras para público infantil. Esta iniciativa permite promover las iniciativas nacionales en torno a la creación para la infancia en los diferentes lenguajes en artes escénicas: danza, música, teatro, títeres, marionetas, circo, entre otros."
Música,"Orquesta Filarmónica de Bogotá – Director: Manuel López Gómez, Venezuela – Con la participación de la Orquesta...",2023-07-12 20:00,https://www.teatromayor.org/es/evento/musica/orquesta-filarmonica-de-bogota-director-manuel-lopez-gomez-venezuela-con-la-participacion-de-la-orquesta-filarmonica-juvenil-celebracion-del-dia-nacional-de-francia-13849?function=2848,1.25,55000.0,55000.0,Teatro Mayor Julio Mario Santo Domingo,"La Orquesta Filarmónica de Bogotá y la Orquesta Filarmónica Juvenil celebran la fiesta nacional de Francia con un concierto que presenta varias obras icónicas de ese país: ‘La marsellesa’, el himno nacional, escrito por Claude Joseph Rouget de Lisle; ‘La mer’, de Claude Debussy, y el ‘Bolero’, de Maurice Ravel. La orquesta contará con la dirección de Manuel López-Gómez. 
Orquesta Filarmónica de Bogotá 
La actividad desarrollada por la Fundación Filarmónica Colombiana y el trabajo liderado por el maestro Raúl García, permitieron la creación de la Orquesta Filarmónica de Bogotá, reconocida formalmente en la ciudad en 1967. En la búsqueda por democratizar la cultura musical, promover la práctica de la música de cámara, la dirección y la divulgación de la música sinfónica, durante sus 56 años de existencia, la Orquesta se ha convertido en patrimonio de la ciudad."
Teatro,"Los Animistas, Colombia - 'Lobo' - Director y dramaturgo: Javier Gámez. Producción del Teatro Mayor Julio...",2023-07-14 20:00,https://www.teatromayor.org/es/evento/teatro/los-animistas-colombia-lobo-director-y-dramaturgo-javier-gamez-produccion-del-teatro-mayor-julio-santo-domingo-y-los-animistas-13850?function=2849,1.1666666666666667,35000.0,45000.0,Teatro Estudio,"La compañía teatral Los Animistas se ha caracterizado por hacer obras que establecen diálogos y cruces con el cine, la animación y la música. En ‘Lobo’, a través del teatro de actores y de muñecos, se cuenta la historia de un hijo de inmigrantes, quien recuerda el testimonio de sus padres, que vivieron la tragedia de la guerra. También se hace una reflexión sobre la verdad individual y colectiva."
Teatro,"Los Animistas, Colombia - 'Lobo' - Director y dramaturgo: Javier Gámez. Producción del Teatro Mayor Julio...",2023-07-15 20:00,https://www.teatromayor.org/es/evento/teatro/los-animistas-colombia-lobo-director-y-dramaturgo-javier-gamez-produccion-del-teatro-mayor-julio-santo-domingo-y-los-animistas-13850?function=2850,1.1666666666666667,35000.0,45000.0,Teatro Estudio,"La compañía teatral Los Animistas se ha caracterizado por hacer obras que establecen diálogos y cruces con el cine, la animación y la música. En ‘Lobo’, a través del teatro de actores y de muñecos, se cuenta la historia de un hijo de inmigrantes, quien recuerda el testimonio de sus padres, que vivieron la tragedia de la guerra. También se hace una reflexión sobre la verdad individual y colectiva."
Música,"'La vida es sueño'. Música: Juan Pablo Carreño, Colombia. Libreto: Iván Olano Duque, Colombia. Director...",2023-07-21 20:00,https://www.teatromayor.org/es/evento/musica/la-vida-es-sueno-musica-juan-pablo-carreno-colombia-libreto-ivan-olano-duque-colombia-director-musical-valentin-tournet-francia-director-escenico-alejandro-chacon-argentina-orquesta-la-chapelle-harmonique-francia-13855?function=2854,1.6666666666666665,200000.0,220000.0,Teatro Mayor Julio Mario Santo Domingo,"La obra cumbre del Siglo de Oro, ‘La vida es sueño’, de Pedro Calderón de la Barca (España, 1600-1681), se presenta en esta versión como una ópera contemporánea para orquesta de cámara. Será dirigida por Alejandro Chacón y contará con la música de Juan Pablo Carreño, con la interpretación de la orquesta de cámara francesa La Chapelle Harmonique."
Teatro,"Los Animistas, Colombia - 'Lobo' - Director y dramaturgo: Javier Gámez. Producción del Teatro Mayor Julio...",2023-07-21 20:00,https://www.teatromayor.org/es/evento/teatro/los-animistas-colombia-lobo-director-y-dramaturgo-javier-gamez-produccion-del-teatro-mayor-julio-santo-domingo-y-los-animistas-13850?function=2851,1.1666666666666667,35000.0,45000.0,Teatro Estudio,"La compañía teatral Los Animistas se ha caracterizado por hacer obras que establecen diálogos y cruces con el cine, la animación y la música. En ‘Lobo’, a través del teatro de actores y de muñecos, se cuenta la historia de un hijo de inmigrantes, quien recuerda el testimonio de sus padres, que vivieron la tragedia de la guerra. También se hace una reflexión sobre la verdad individual y colectiva."
Música,"'La vida es sueño'. Música: Juan Pablo Carreño, Colombia. Libreto: Iván Olano Duque, Colombia. Director...",2023-07-22 17:00,https://www.teatromayor.org/es/evento/musica/la-vida-es-sueno-musica-juan-pablo-carreno-colombia-libreto-ivan-olano-duque-colombia-director-musical-valentin-tournet-francia-director-escenico-alejandro-chacon-argentina-orquesta-la-chapelle-harmonique-francia-13855?function=2855,1.6666666666666665,200000.0,220000.0,Teatro Mayor Julio Mario Santo Domingo,"La obra cumbre del Siglo de Oro, ‘La vida es sueño’, de Pedro Calderón de la Barca (España, 1600-1681), se presenta en esta versión como una ópera contemporánea para orquesta de cámara. Será dirigida por Alejandro Chacón y contará con la música de Juan Pablo Carreño, con la interpretación de la orquesta de cámara francesa La Chapelle Harmonique."
